qseqid	sseqid	identity	length	mismatch	gaps	qstart	qend	sstart	send	evalue	bitscore	sscinames
JXXA01002196.1	UniRef50_A0A922CHD7	68.1	116	4	1	1	348	5	87	6.40E-33	147.9	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
JXXA01002196.1	UniRef50_B4MZ19	68.1	116	4	1	1	348	6	88	1.40E-32	146.7	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
JXXA01002196.1	UniRef50_A0A1A9WAF4	66.4	116	6	1	1	348	23	105	2.10E-31	142.9	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
JXXA01002196.1	UniRef50_A0A182IPG7	66.1	115	6	1	4	348	78	159	3.50E-31	142.1	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
ADMH02000867.1	UniRef50_A0A2M3ZMF3	94.6	92	5	0	276	1	147	238	2.50E-40	172.2	UniRef50_A0A2M3ZMF3 Putative secreted peptide n=1 Tax=Anopheles braziliensis TaxID=58242 RepID=A0A2M3ZMF3_9DIPT
ADMH02000867.1	UniRef50_B4MZ19	91.3	92	5	1	1	276	1	89	1.60E-39	169.5	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
ADMH02000867.1	UniRef50_A0A922CHD7	91.2	91	4	1	1	273	1	87	3.60E-39	168.3	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
ADMH02000867.1	UniRef50_O97102	91.2	91	5	1	1	273	1	88	4.70E-39	167.9	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
ADMH02000867.1	UniRef50_A0A182IPG7	87.9	91	9	1	1	273	71	159	1.20E-37	163.3	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
ALPR02000905.1	UniRef50_O97102	97.7	43	1	0	40	168	47	89	1.30E-15	89.4	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
ALPR02000905.1	UniRef50_A0A922CHD7	97.6	42	1	0	40	165	46	87	3.90E-15	87.8	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
ALPR02000905.1	UniRef50_B4MZ19	97.6	42	1	0	40	165	47	88	3.90E-15	87.8	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
ALPR02000905.1	UniRef50_A0A182IPG7	97.6	42	1	0	40	165	118	159	6.70E-15	87	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
ALPR02000905.1	UniRef50_A0A1A9WAF4	93	43	3	0	40	168	64	106	1.10E-14	86.3	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
ALPR02000905.1	UniRef50_O97102	92.9	42	3	0	13	138	4	45	2.00E-14	85.1	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
ALPR02000905.1	UniRef50_B4MZ19	90.5	42	4	0	13	138	4	45	2.20E-13	81.6	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
ALPR02000905.1	UniRef50_A0A6L2PT67	92.5	40	3	0	19	138	67	106	6.50E-13	80.1	UniRef50_A0A6L2PT67 Ubiquitin-like domain-containing protein n=1 Tax=Coptotermes formosanus TaxID=36987 RepID=A0A6L2PT67_COPFO
ALPR02000905.1	UniRef50_A0A1A9WAF4	88.1	42	5	0	13	138	21	62	8.50E-13	79.7	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
ALPR02000905.1	UniRef50_D6WER3	85.7	42	6	0	13	138	4	45	1.10E-12	79.3	UniRef50_D6WER3 Small ubiquitin-related modifier n=23 Tax=Opisthokonta TaxID=33154 RepID=D6WER3_TRICA
ALPR02001775.1	UniRef50_A0A922CHD7	92.4	79	6	0	19	255	3	81	6.50E-35	154.1	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
ALPR02001775.1	UniRef50_O97102	88.2	85	7	1	1	255	1	82	1.10E-34	153.3	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
ALPR02001775.1	UniRef50_B4MZ19	88.2	85	7	1	1	255	1	82	1.90E-34	152.5	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
ALPR02001775.1	UniRef50_A0A182IPG7	87.1	85	9	1	1	255	71	153	7.20E-34	150.6	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
ALPR02001775.1	UniRef50_A0A1A9WAF4	84.7	85	10	1	1	255	18	99	1.80E-32	146	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
APCG01003248.1	UniRef50_O97102	92.9	42	3	0	13	138	4	45	2.00E-14	85.1	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCG01003248.1	UniRef50_B4MZ19	90.5	42	4	0	13	138	4	45	2.20E-13	81.6	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APCG01003248.1	UniRef50_A0A6L2PT67	92.5	40	3	0	19	138	67	106	6.50E-13	80.1	UniRef50_A0A6L2PT67 Ubiquitin-like domain-containing protein n=1 Tax=Coptotermes formosanus TaxID=36987 RepID=A0A6L2PT67_COPFO
APCG01003248.1	UniRef50_A0A1A9WAF4	88.1	42	5	0	13	138	21	62	8.50E-13	79.7	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
APCG01003248.1	UniRef50_D6WER3	85.7	42	6	0	13	138	4	45	1.10E-12	79.3	UniRef50_D6WER3 Small ubiquitin-related modifier n=23 Tax=Opisthokonta TaxID=33154 RepID=D6WER3_TRICA
APCG01003248.1	UniRef50_O97102	97.7	43	1	0	40	168	47	89	1.30E-15	89.4	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCG01003248.1	UniRef50_A0A922CHD7	97.6	42	1	0	40	165	46	87	3.90E-15	87.8	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCG01003248.1	UniRef50_B4MZ19	97.6	42	1	0	40	165	47	88	3.90E-15	87.8	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APCG01003248.1	UniRef50_A0A182IPG7	97.6	42	1	0	40	165	118	159	6.70E-15	87	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
APCG01003248.1	UniRef50_A0A1A9WAF4	93	43	3	0	40	168	64	106	1.10E-14	86.3	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
APCG01000139.1	UniRef50_A0A922CHD7	92.4	79	6	0	19	255	3	81	6.50E-35	154.1	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCG01000139.1	UniRef50_O97102	88.2	85	7	1	1	255	1	82	1.10E-34	153.3	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCG01000139.1	UniRef50_B4MZ19	88.2	85	7	1	1	255	1	82	1.90E-34	152.5	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APCG01000139.1	UniRef50_A0A182IPG7	87.1	85	9	1	1	255	71	153	7.20E-34	150.6	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
APCG01000139.1	UniRef50_A0A1A9WAF4	84.7	85	10	1	1	255	18	99	1.80E-32	146	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
APCH01007529.1	UniRef50_A0A922CHD7	79.2	53	10	1	1	159	36	87	4.70E-15	87.4	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCH01007529.1	UniRef50_O97102	79.2	53	10	1	1	159	37	88	4.70E-15	87.4	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCH01007529.1	UniRef50_B4MZ19	79.2	53	10	1	1	159	37	88	4.70E-15	87.4	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APCH01007529.1	UniRef50_A0A182IPG7	79.2	53	10	1	1	159	108	159	8.00E-15	86.7	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
APCH01007529.1	UniRef50_A0A1A9WAF4	77.4	53	11	1	1	159	54	105	1.80E-14	85.5	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
APCH01000585.1	UniRef50_B4MZ19	89.1	92	7	1	1	276	1	89	8.10E-39	167.2	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APCH01000585.1	UniRef50_A0A922CHD7	92.9	85	6	0	19	273	3	87	1.40E-38	166.4	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCH01000585.1	UniRef50_O97102	89	91	7	1	1	273	1	88	2.30E-38	165.6	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCH01000585.1	UniRef50_A0A182IPG7	87.9	91	9	1	1	273	71	159	1.50E-37	162.9	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
APCH01000585.1	UniRef50_A0A1A9WAF4	85.7	91	10	1	1	273	18	105	3.70E-36	158.3	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
APCH01007529.1	UniRef50_F4WPV4	97.2	36	1	0	1	108	27	62	7.30E-12	76.3	UniRef50_F4WPV4 Small ubiquitin-related modifier 3 n=3 Tax=Bilateria TaxID=33213 RepID=F4WPV4_ACREC
APCH01007529.1	UniRef50_A0A2A4JIT8	94.4	36	2	0	1	108	9	44	9.60E-12	75.9	UniRef50_A0A2A4JIT8 Kv channel-interacting protein 4 n=9 Tax=Ditrysia TaxID=37567 RepID=A0A2A4JIT8_HELVI
APCH01007529.1	UniRef50_A0A0L7LL12	94.4	36	2	0	1	108	34	69	9.60E-12	75.9	UniRef50_A0A0L7LL12 EF-hand domain-containing protein (Fragment) n=3 Tax=Endopterygota TaxID=33392 RepID=A0A0L7LL12_OPEBR
APCH01007529.1	UniRef50_A0A922CHD7	94.4	36	2	0	1	108	9	44	9.60E-12	75.9	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCH01007529.1	UniRef50_O97102	94.4	36	2	0	1	108	10	45	1.60E-11	75.1	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCI01005469.1	UniRef50_A0A4Y0BLA0	100	78	0	0	1	234	2	79	1.90E-36	159.1	UniRef50_A0A4Y0BLA0 Rad60-SLD domain-containing protein n=1 Tax=Anopheles funestus TaxID=62324 RepID=A0A4Y0BLA0_ANOFN
APCI01005469.1	UniRef50_A0A6L2PT67	52.8	72	34	0	1	216	72	143	4.30E-12	78.2	UniRef50_A0A6L2PT67 Ubiquitin-like domain-containing protein n=1 Tax=Coptotermes formosanus TaxID=36987 RepID=A0A6L2PT67_COPFO
APCI01005469.1	UniRef50_F4WPV4	48.6	72	37	0	1	216	28	99	3.10E-10	72	UniRef50_F4WPV4 Small ubiquitin-related modifier 3 n=3 Tax=Bilateria TaxID=33213 RepID=F4WPV4_ACREC
APCI01005469.1	UniRef50_B7PKS5	50	72	36	0	1	216	13	84	3.10E-10	72	UniRef50_B7PKS5 Small ubiquitin-related modifier n=56 Tax=Bilateria TaxID=33213 RepID=B7PKS5_IXOSC
APCI01005469.1	UniRef50_A0A922CHD7	50	72	36	0	1	216	10	81	5.30E-10	71.2	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCI01006127.1	UniRef50_O97102	90.1	91	6	1	1	273	1	88	5.00E-39	167.9	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCI01006127.1	UniRef50_A0A922CHD7	87.2	94	8	1	1	282	1	90	1.50E-38	166.4	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCI01006127.1	UniRef50_A0A182IPG7	86.2	94	11	1	1	282	71	162	1.90E-38	166	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
APCI01006127.1	UniRef50_B4MZ19	86.2	94	10	1	1	282	1	91	3.30E-38	165.2	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APCI01006127.1	UniRef50_A0A1A9WAF4	85.9	92	10	1	1	276	18	106	6.10E-37	161	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
APCI01000339.1	UniRef50_O97102	95	40	2	0	1	120	6	45	1.90E-13	81.6	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCI01000339.1	UniRef50_B4MZ19	95	40	2	0	1	120	6	45	3.30E-13	80.9	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APCI01000339.1	UniRef50_A0A2A4JIT8	90	40	4	0	1	120	5	44	7.30E-13	79.7	UniRef50_A0A2A4JIT8 Kv channel-interacting protein 4 n=9 Tax=Ditrysia TaxID=37567 RepID=A0A2A4JIT8_HELVI
APCI01000339.1	UniRef50_A0A922CHD7	90	40	4	0	1	120	5	44	7.30E-13	79.7	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCI01000339.1	UniRef50_D6WER3	92.5	40	3	0	1	120	6	45	7.30E-13	79.7	UniRef50_D6WER3 Small ubiquitin-related modifier n=23 Tax=Opisthokonta TaxID=33154 RepID=D6WER3_TRICA
APCI01000339.1	UniRef50_A0A922CHD7	97.6	42	1	0	37	162	46	87	3.60E-15	87.8	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCI01000339.1	UniRef50_O97102	97.6	42	1	0	37	162	47	88	3.60E-15	87.8	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCI01000339.1	UniRef50_B4MZ19	97.6	42	1	0	37	162	47	88	3.60E-15	87.8	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APCI01000339.1	UniRef50_A0A182IPG7	97.6	42	1	0	37	162	118	159	6.20E-15	87	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
APCI01000339.1	UniRef50_A0A1A9WAF4	95.2	42	2	0	37	162	64	105	1.40E-14	85.9	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
APCJ01004025.1	UniRef50_A0A922CHD7	95.2	42	2	0	4	129	46	87	6.50E-15	86.7	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCJ01004025.1	UniRef50_O97102	95.2	42	2	0	4	129	47	88	6.50E-15	86.7	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCJ01004025.1	UniRef50_B4MZ19	95.2	42	2	0	4	129	47	88	6.50E-15	86.7	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APCJ01004025.1	UniRef50_A0A182IPG7	95.2	42	2	0	4	129	118	159	1.10E-14	85.9	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
APCJ01004025.1	UniRef50_A0A1A9WAF4	92.9	42	3	0	4	129	64	105	2.50E-14	84.7	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
APCJ01004025.1	UniRef50_F4WPV4	97.2	36	1	0	1	108	27	62	7.30E-12	76.3	UniRef50_F4WPV4 Small ubiquitin-related modifier 3 n=3 Tax=Bilateria TaxID=33213 RepID=F4WPV4_ACREC
APCJ01004025.1	UniRef50_A0A2A4JIT8	94.4	36	2	0	1	108	9	44	9.60E-12	75.9	UniRef50_A0A2A4JIT8 Kv channel-interacting protein 4 n=9 Tax=Ditrysia TaxID=37567 RepID=A0A2A4JIT8_HELVI
APCJ01004025.1	UniRef50_A0A0L7LL12	94.4	36	2	0	1	108	34	69	9.60E-12	75.9	UniRef50_A0A0L7LL12 EF-hand domain-containing protein (Fragment) n=3 Tax=Endopterygota TaxID=33392 RepID=A0A0L7LL12_OPEBR
APCJ01004025.1	UniRef50_A0A922CHD7	94.4	36	2	0	1	108	9	44	9.60E-12	75.9	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCJ01004025.1	UniRef50_O97102	94.4	36	2	0	1	108	10	45	1.60E-11	75.1	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCJ01000214.1	UniRef50_O97102	91.2	91	5	1	1	273	1	88	2.10E-39	169.1	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCJ01000214.1	UniRef50_B4MZ19	90.2	92	6	1	1	276	1	89	4.70E-39	167.9	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APCJ01000214.1	UniRef50_A0A922CHD7	90.1	91	5	1	1	273	1	87	8.10E-39	167.2	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCJ01000214.1	UniRef50_A0A182IPG7	86.8	91	10	1	1	273	71	159	2.00E-37	162.5	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
APCJ01000214.1	UniRef50_A0A1A9WAF4	87.9	91	8	1	1	273	18	105	3.40E-37	161.8	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
APCK01002862.1	UniRef50_A0A2M3ZMF3	98.9	90	1	0	270	1	149	238	6.60E-41	174.1	UniRef50_A0A2M3ZMF3 Putative secreted peptide n=1 Tax=Anopheles braziliensis TaxID=58242 RepID=A0A2M3ZMF3_9DIPT
APCK01002862.1	UniRef50_B4MZ19	91.3	92	5	1	1	276	1	89	1.60E-39	169.5	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APCK01002862.1	UniRef50_A0A922CHD7	91.2	91	4	1	1	273	1	87	3.60E-39	168.3	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCK01002862.1	UniRef50_O97102	91.2	91	5	1	1	273	1	88	4.70E-39	167.9	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCK01002862.1	UniRef50_A0A182IPG7	87.9	91	9	1	1	273	71	159	1.20E-37	163.3	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
APCL01000960.1	UniRef50_O97102	92.4	92	4	1	1	276	1	89	3.30E-40	171.8	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCL01000960.1	UniRef50_A0A922CHD7	91.2	91	4	1	1	273	1	87	3.60E-39	168.3	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCL01000960.1	UniRef50_B4MZ19	91.2	91	5	1	1	273	1	88	1.10E-38	166.8	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APCL01000960.1	UniRef50_A0A182IPG7	87.9	91	9	1	1	273	71	159	1.20E-37	163.3	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
APCL01000960.1	UniRef50_A0A1A9WAF4	88	92	8	1	1	276	18	106	2.60E-37	162.2	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
APCL01002665.1	UniRef50_A0A922CHD7	67.9	112	3	1	1	336	9	87	1.50E-31	143.3	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCL01002665.1	UniRef50_O97102	67.9	112	3	1	1	336	10	88	2.60E-31	142.5	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCL01002665.1	UniRef50_B4MZ19	67.9	112	3	1	1	336	10	88	2.60E-31	142.5	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APCL01002665.1	UniRef50_A0A182IPG7	66.1	112	5	1	1	336	81	159	8.30E-30	137.5	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
APCL01002665.1	UniRef50_A0A1A9WAF4	66.1	112	5	1	1	336	27	105	1.90E-29	136.3	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
APCL01000532.1	UniRef50_O97102	91.8	85	4	1	1	255	1	82	2.00E-36	159.1	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCL01000532.1	UniRef50_A0A922CHD7	94.9	79	4	0	19	255	3	81	7.70E-36	157.1	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCL01000532.1	UniRef50_B4MZ19	90.6	85	5	1	1	255	1	82	2.20E-35	155.6	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APCL01000532.1	UniRef50_A0A182IPG7	88.2	85	8	1	1	255	71	153	1.90E-34	152.5	UniRef50_A0A182IPG7 Uncharacterized protein n=1 Tax=Anopheles atroparvus TaxID=41427 RepID=A0A182IPG7_ANOAO
APCL01000532.1	UniRef50_A0A1A9WAF4	87.1	85	8	1	1	255	18	99	2.10E-33	149.1	UniRef50_A0A1A9WAF4 Small ubiquitin-related modifier n=3 Tax=Pterygota TaxID=7496 RepID=A0A1A9WAF4_9MUSC
APCM01004532.1	UniRef50_F4WPV4	74.1	54	11	1	1	153	27	80	1.70E-12	79	UniRef50_F4WPV4 Small ubiquitin-related modifier 3 n=3 Tax=Bilateria TaxID=33213 RepID=F4WPV4_ACREC
APCM01004532.1	UniRef50_A0A0L7LL12	90	40	4	0	1	120	34	73	2.90E-12	78.2	UniRef50_A0A0L7LL12 EF-hand domain-containing protein (Fragment) n=3 Tax=Endopterygota TaxID=33392 RepID=A0A0L7LL12_OPEBR
APCM01004532.1	UniRef50_A0A2A4JIT8	94.6	37	2	0	1	111	9	45	4.90E-12	77.4	UniRef50_A0A2A4JIT8 Kv channel-interacting protein 4 n=9 Tax=Ditrysia TaxID=37567 RepID=A0A2A4JIT8_HELVI
APCM01004532.1	UniRef50_A0A922CHD7	94.6	37	2	0	1	111	9	45	4.90E-12	77.4	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
APCM01004532.1	UniRef50_O97102	94.6	37	2	0	1	111	10	46	8.40E-12	76.6	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCM01000545.1	UniRef50_O97102	90.1	91	6	1	1	273	1	88	4.70E-39	167.9	UniRef50_O97102 Small ubiquitin-related modifier n=80 Tax=Eukaryota TaxID=2759 RepID=O97102_DROME
APCM01000545.1	UniRef50_B4MZ19	89.1	92	7	1	1	276	1	89	1.10E-38	166.8	UniRef50_B4MZ19 Small ubiquitin-related modifier n=252 Tax=Metazoa TaxID=33208 RepID=B4MZ19_DROWI
APCM01000545.1	UniRef50_A0A922CHD7	89	91	6	1	1	273	1	87	1.80E-38	166	UniRef50_A0A922CHD7 Ubiquitin-like domain-containing protein n=6 Tax=Endopterygota TaxID=33392 RepID=A0A922CHD7_MANSE
